,char,tone,rime,ipa,tone_class,pinyin,jyutping,hangul,rime_index,meter_class
467,凛,平,侵,gim,L,lǐn,lam5,늠,15,1
468,凜,平,侵,gim,L,lǐn,lam5,늠,15,1
469,凝,平,蒸,nging,L,níng,jing4,응,13,1
470,几,平,微,gj+j,L,jī,gei2,궤,3,1
471,凡,平,凡,bjom,L,fán,faan4,범,16,1
472,凭,平,蒸,bing,L,píng,pang4,빙,13,1
473,凰,平,唐,hwang,L,huáng,wong4,황,11,1
474,凱,上,海,khoj,X,kǎi,hoi2,개,5,0
475,凳,去,嶝,tong,H,dèng,dang3,등,13,0
476,凴,平,蒸,bing,L,píng,pang4,빙,13,1
477,凶,平,鍾,xjowng,L,xiōng,hung1,흉,1,1
478,凸,入,沒,dwot,E,tū,dat6,철,6,0
479,凹,入,洽,'eap,E,āo,aau3,요,16,0
480,出,去,至,tsyhwij,H,chū,ceot1,출,3,0
481,函,平,覃,hom,L,hán,haam4,함,16,1
482,刀,平,豪,taw,L,dāo,dou1,도,8,1
483,刁,平,蕭,tew,L,diāo,diu1,조,8,1
484,刃,去,震,nyin,H,rèn,jan6,인,6,0
485,分,平,文,pjun,L,fēn,fan1,분,6,1
486,切,去,霽,tshej,H,qiē,cit3,절,5,0
487,刈,去,廢,ngjoj,H,yì,ngaai6,예,5,0
488,刊,平,寒,khan,L,kān,hon1,간,7,1
489,刋,平,寒,khan,L,qiàn,cin3,천,7,1
490,刎,上,吻,mjun,X,wěn,man5,문,6,0
491,刑,平,青,heng,L,xíng,jing4,형,12,1
492,划,平,麻,hwae,L,huá,waak6,화,10,1
493,刓,平,桓,ngwan,L,wán,jyun4,완,7,1
494,刖,入,月,ngjwot,E,yuè,jyut6,월,6,0
495,列,平,虞,trju,L,liè,lit6,열,4,1
496,刜,入,物,bjut,E,fú,fat1,불,6,0
497,初,平,魚,tsrhjo,L,chū,co1,초,4,1
498,判,去,換,phan,H,pàn,pun3,판,7,0
499,別,入,薛,bjet,E,bié,bit6,별,7,0
500,刦,入,業,kjaep,E,jié,gip3,겁,16,0
501,刧,入,業,kjaep,E,jié,gip3,겁,16,0
502,利,去,至,lij,H,lì,lei6,이,3,0
503,刪,平,刪,sraen,L,shān,saan1,산,7,1
504,别,入,薛,bjet,E,bié,bit6,별,7,0
505,刮,入,黠,kwaet,E,guā,gwaat3,괄,7,0
506,到,去,号,taw,H,dào,dou3,도,8,0
507,刲,平,齊,khwej,L,kūi,gwai1,규,5,1
508,刳,平,模,khu,L,kū,fu1,고,4,1
509,制,去,祭,tsyej,H,zhì,zai3,제,5,0
510,刷,入,黠,srwaet,E,shuā,caat3,쇄,7,0
511,券,去,願,khjwon,H,quàn,hyun3,권,6,0
512,刹,入,黠,tsrhaet,E,chà,caat3,찰,7,0
513,刺,去,寘,tshje,H,cì,ci3,자,3,0
514,刻,入,德,khok,E,kè,hak1,각,13,0
515,刼,入,業,kjaep,E,jié,gip3,겁,16,0
516,剁,去,過,twa,H,duò,doek3,타,9,0
517,剃,去,霽,thej,H,tì,tai3,체,5,0
518,則,入,德,tsok,E,zé,zak1,칙,13,0
519,剉,去,過,tshwa,H,cuò,co3,좌,9,0
520,削,入,藥,sjak,E,xuē,soek3,삭,11,0
521,剌,入,曷,lat,E,là,laat6,날,7,0
522,前,平,先,dzen,L,qián,cin4,전,7,1
523,剎,入,黠,tsrhaet,E,chà,caat3,찰,7,0
524,剔,入,錫,thek,E,tī,tik1,척,12,0
525,剖,上,麌,phju,X,pōu,fau2,부,4,0
526,剗,上,產,tsrhean,X,chǎn,caan2,잔,7,0
527,剛,平,唐,kang,L,gāng,gong1,강,11,1
528,剜,平,桓,'wan,L,wān,wun1,완,7,1
529,剝,入,覺,paewk,E,bō,mok1,박,2,0
530,剟,入,末,twat,E,duō,zyut3,철,7,0
531,剡,上,琰,yem,X,yǎn,jim5,섬,16,0
532,剥,入,覺,paewk,E,bō,mok1,박,2,0
533,剨,入,麥,xweak,E,huò,waak6,괵,12,0
534,剩,去,證,ying,H,shèng,sing6,잉,13,0
535,剪,上,獮,tsjen,X,jiǎn,zin2,전,7,0
536,副,去,宥,phjuw,H,fù,fu3,부,14,0
537,割,入,曷,kat,E,gē,got3,할,7,0
538,剳,入,鎋,tsreat,E,zhā,zaat3,답,7,0
539,剴,平,咍,koj,L,kǎi,hoi2,개,5,1
540,創,平,陽,tsrhjang,L,chuàng,cong3,창,11,1
541,剸,平,桓,dwan,L,tuán,tyun4,전,7,1
542,剺,平,之,li,L,lí,lei4,이,3,1
543,剽,平,宵,bjiew,L,piào,piu3,표,8,1
544,剿,平,肴,dzraew,L,jiǎo,ziu2,초,8,1
545,劃,平,麻,hwae,L,huà,waak6,획,10,1
546,劄,入,洽,treap,E,zhá,zaat3,차,16,0
547,劇,入,陌,gjaek,E,jù,kek6,극,12,0
548,劈,入,昔,bjiek,E,pī,pik1,벽,12,0
549,劉,平,尤,ljuw,L,líu,lau4,유,14,1
550,劊,去,泰,kwaj,H,gùi,kui2,회,5,0
551,劌,去,祭,kjwej,H,gùi,gwai3,귀,5,0
552,劍,去,釅,kjaem,H,jiàn,gim3,검,16,0
553,劑,平,支,tsjwe,L,jì,zai1,제,3,1
554,劓,去,至,ngij,H,yì,ji6,의,3,0
555,劔,去,釅,kjaem,H,jiàn,gim3,검,16,0
556,劘,平,戈,ma,L,mó,mo4,마,9,1
557,力,入,職,lik,E,lì,lik6,역,13,0
558,功,平,東,kuwng,L,gōng,gung1,공,1,1
559,加,平,麻,kae,L,jiā,gaa1,가,10,1
560,劣,入,薛,ljwet,E,liè,lyut3,열,7,0
561,助,去,御,dzrjo,H,zhù,zo6,조,4,0
562,努,上,姥,nu,X,nǔ,nou5,노,4,0
563,劫,入,業,kjaep,E,jié,gip3,겁,16,0
564,劬,平,虞,gju,L,qú,keoi4,구,4,1
565,劭,去,笑,dzyew,H,shào,siu6,초,8,0
566,劵,去,願,khjwon,H,juàn,hyun3,권,6,0
567,効,去,效,haew,H,xiào,haau6,효,8,0
568,劾,去,怪,kheaj,H,hé,hat6,핵,5,0
569,勁,去,勁,kjieng,H,jìn,ging6,경,12,0
570,勃,入,物,phjut,E,bó,but6,발,6,0
571,勅,去,代,loj,H,chì,cik1,칙,5,0
572,勇,上,腫,yowng,X,yǒng,jung5,용,1,0
573,勉,上,獮,mjen,X,miǎn,min5,면,7,0
574,勍,平,庚,gjaeng,L,qíng,king4,경,12,1
575,勑,平,之,li,L,lài,loi6,내,3,1
576,勒,入,德,lok,E,lè,lak6,늑,13,0
577,動,上,董,duwng,X,dòng,dung6,동,1,0
578,勖,入,燭,xjowk,E,xù,juk1,욱,1,0
579,勗,入,燭,xjowk,E,xù,juk1,욱,1,0
580,勘,去,勘,khom,H,kān,ham3,감,16,0
581,務,去,遇,mju,H,wù,mou6,무,4,0
582,勛,平,文,xjun,L,xūn,fan1,훈,6,1
583,勝,平,青,seng,L,shèng,sing3,승,12,1
584,勞,平,豪,law,L,láo,lou4,노,8,1
585,募,去,暮,mu,H,mù,mou6,모,4,0
586,勢,去,祭,syej,H,shì,sai3,세,5,0
587,勣,入,錫,tsek,E,jī,zik1,적,12,0
588,勤,平,欣,gj+n,L,qín,kan4,근,6,1
589,勦,平,肴,dzraew,L,jiǎo,ziu2,초,8,1
590,勲,平,文,xjun,L,xūn,fan1,훈,6,1
591,勳,平,文,xjun,L,xūn,fan1,훈,6,1
592,勵,去,祭,ljej,H,lì,lai6,여,5,0
593,勸,去,願,khjwon,H,quàn,hyun3,권,6,0
594,勺,入,藥,tsyak,E,sháo,zoek3,작,11,0
595,勻,平,諄,ywin,L,yún,wan4,균,6,1
596,勾,平,虞,gju,L,gōu,ngau1,구,4,1
597,勿,入,物,mjut,E,wù,mat6,물,6,0
598,匀,平,諄,ywin,L,yún,wan4,균,6,1
599,包,平,肴,paew,L,bāo,baau1,포,8,1
600,匈,平,鍾,xjowng,L,xiōng,hung1,흉,1,1
601,匊,入,屋,kjuwk,E,jú,guk1,국,1,0
602,匌,入,合,kop,E,gé,gap3,합,16,0
603,匍,平,模,bu,L,pú,pou4,포,4,1
604,匏,平,肴,baew,L,páo,paau4,포,8,1
605,匐,入,屋,bjuwk,E,fú,fuk6,복,1,0
606,匕,上,旨,pjij,X,bǐ,bei3,비,3,0
607,化,去,禡,xwae,H,huà,faa3,화,10,0
608,北,入,德,pok,E,běi,bak1,북,13,0
609,匙,平,支,dzye,L,chí,ci4,시,3,1
610,匜,平,支,ye,L,yí,ji4,이,3,1
611,匝,入,合,tsop,E,zā,zaap3,잡,16,0
612,匠,去,漾,dzjang,H,jiàng,zoeng6,장,11,0
613,匡,平,陽,khjwang,L,kuāng,hong1,광,11,1
614,匣,入,狎,haep,E,xiá,haap6,갑,16,0
615,匪,上,尾,pj+j,X,fěi,fei2,비,3,0
616,匭,上,旨,kwij,X,gǔi,gwai2,궤,3,0
617,匯,平,皆,khweaj,L,hùi,wui6,회,5,1
618,匱,去,至,gwij,H,gùi,gwai6,궤,3,0
619,匳,平,鹽,ljem,L,lián,lim4,염,16,1
620,匵,入,屋,duwk,E,dú,duk6,독,1,0
621,匹,平,魚,srjo,L,pǐ,pat1,필,4,1
622,匽,上,阮,'jon,X,yǎn,jin2,언,6,0
623,匾,上,銑,pen,X,biǎn,bin2,편,7,0
624,匿,入,職,nrik,E,nì,nik1,익,13,0
625,區,平,虞,khju,L,qū,keoi1,구,4,1
626,十,入,緝,dzyip,E,shí,sap6,십,15,0
627,千,平,先,tshen,L,qiān,cin1,천,7,1
628,升,平,蒸,sying,L,shēng,sing1,승,13,1
629,午,上,姥,ngu,X,wǔ,ng5,오,4,0
630,卉,上,尾,xjw+j,X,hùi,wai2,훼,3,0
631,半,去,換,pan,H,bàn,bun3,반,7,0
632,卑,平,支,pjie,L,bēi,bei1,비,3,1
633,卒,入,術,tswit,E,zú,zeot1,졸,6,0
634,卓,入,覺,traewk,E,zhuō,coek3,탁,2,0
635,協,入,怗,hep,E,xié,hip3,협,16,0
636,单,平,寒,tan,L,dān,daan1,단,7,1
637,南,平,覃,nom,L,nán,naam4,남,16,1
638,博,入,鐸,pak,E,bó,bok3,박,11,0
639,卜,入,屋,puwk,E,bǔ,baak6,복,1,0
640,卞,去,線,bjen,H,biàn,bin6,변,7,0
641,占,平,鹽,tsyem,L,zhān,zim1,점,16,1
642,卦,去,卦,kwea,H,guà,gwaa3,괘,5,0
643,卧,去,過,ngwa,H,wò,ngo6,와,9,0
644,卭,平,唐,ngang,L,qióng,kung4,공,11,1
645,卮,平,支,tsye,L,zhī,zi1,치,3,1
646,卯,上,薺,tsej,X,mǎo,maau5,묘,5,0
647,印,去,震,'jin,H,yìn,jan3,인,6,0
648,危,平,支,ngjwe,L,wēi,ngai4,위,3,1
649,即,入,職,tsik,E,jí,zik1,즉,13,0
650,却,入,藥,kjak,E,què,koek3,각,11,0
651,卵,上,緩,lwan,X,luǎn,leon2,난,7,0
652,卷,平,仙,gjwen,L,juàn,gyun2,권,7,1
653,卸,去,禡,sjae,H,xiè,se3,사,10,0
654,卹,入,術,swit,E,xù,seot1,휼,6,0
655,卻,入,藥,kjak,E,què,koek3,각,11,0
656,卿,平,庚,khjaeng,L,qīng,hing1,경,12,1
657,厄,入,麥,'eak,E,è,ak1,액,12,0
658,厎,平,脂,tsyij,L,zhǐ,zi2,지,3,1
659,厓,平,支,ngje,L,yá,ngaai4,애,3,1
660,厖,平,江,maewng,L,páng,pong4,방,2,1
661,厘,平,之,li,L,lí,lei4,이,3,1
662,厚,上,厚,huw,X,hòu,hau5,후,14,0
663,原,平,元,ngjwon,L,yuán,jyun4,원,6,1
664,厠,去,志,tsrhi,H,cè,ci3,측,3,0
665,厥,入,物,kjut,E,jué,kyut3,궐,6,0
666,厦,上,馬,hae,X,shà,haa6,하,10,0
667,厨,平,虞,drju,L,chú,cyu4,주,4,1
668,厭,上,琰,'jiem,X,yàn,jim3,염,16,0
669,厮,平,支,sje,L,sī,si1,시,3,1
670,厰,上,養,tsyhang,X,chǎng,cong2,창,11,0
671,厲,去,祭,ljej,H,lì,lai6,여,5,0
672,去,上,語,khjo,X,qù,heoi3,거,4,0
673,叁,平,侵,srim,L,sān,saam1,참,15,1
674,参,平,侵,srim,L,cān,caam1,참,15,1
675,參,平,侵,srim,L,cān,caam1,참,15,1
676,又,去,宥,hjuw,H,yòu,jau6,우,14,0
677,叉,平,佳,tsrhea,L,chā,caa1,차,5,1
678,及,入,緝,gip,E,jí,kap6,급,15,0
679,友,上,有,hjuw,X,yǒu,jau5,우,14,0
680,反,平,元,phjon,L,fǎn,faan2,반,6,1
681,収,平,尤,syuw,L,shōu,sau1,수,14,1
682,叔,入,屋,syuwk,E,shū,suk1,숙,1,0
683,取,上,麌,tshju,X,qǔ,ceoi2,취,4,0
684,受,上,有,dzyuw,X,shòu,sau6,수,14,0
685,叙,上,語,zjo,X,xù,zeoi6,서,4,0
686,叚,上,馬,kae,X,jiǎ,gaa2,가,10,0
687,叛,去,換,ban,H,pàn,bun6,반,7,0
688,叟,上,厚,suw,X,sǒu,sau2,수,14,0
689,叠,入,怗,dep,E,dié,dip6,첩,16,0
690,叢,平,東,dzuwng,L,cóng,cung4,총,1,1
691,口,上,厚,khuw,X,kǒu,hau2,구,14,0
692,古,上,姥,ku,X,gǔ,gu2,고,4,0
693,句,平,虞,gju,L,jù,geoi3,구,4,1
694,叨,平,豪,thaw,L,tāo,tou1,도,8,1
695,叩,上,厚,khuw,X,kòu,kau3,고,14,0
696,只,平,支,tsye,L,zhǐ,zi2,지,3,1
697,叫,去,嘯,kew,H,jiào,giu3,규,8,0
698,召,去,笑,drjew,H,zhào,ziu6,소,8,0
699,叮,平,青,teng,L,dīng,ding1,정,12,1
700,可,上,哿,kha,X,kě,ho2,가,9,0
701,台,平,之,yi,L,tái,toi4,태,3,1
702,叱,入,質,tsyhit,E,chì,cik1,질,6,0
703,史,上,止,sri,X,shǐ,si2,사,3,0
704,右,上,有,hjuw,X,yòu,jau6,우,14,0
705,叵,上,果,pha,X,pǒ,po2,파,9,0
706,叶,入,葉,yep,E,yè,jip6,협,16,0
707,司,平,之,si,L,sī,si1,사,3,1
708,吁,平,虞,xju,L,xū,jyu6,우,4,1
709,吃,入,迄,kj+t,E,chī,hek3,흘,6,0
710,各,入,鐸,kak,E,gè,gok3,각,11,0
711,合,入,合,hop,E,hé,hap6,합,16,0
712,吉,入,質,kjit,E,jí,gat1,길,6,0
713,吊,去,嘯,tew,H,diào,diu3,적,8,0
714,同,平,東,duwng,L,tóng,tung4,동,1,1
715,名,平,清,mjieng,L,míng,ming4,명,12,1
716,后,上,厚,huw,X,hòu,hau6,후,14,0
717,吏,去,志,li,H,lì,lei6,이,3,0
718,吐,上,姥,thu,X,tǔ,tou3,토,4,0
719,向,上,養,xjang,X,xiàng,hoeng3,향,11,0
720,吒,平,麻,trae,L,zhà,zaa1,타,10,1
721,吕,上,語,ljo,X,lv̌,leoi5,여,4,0
722,吚,平,脂,'jij,L,yī,ji1,의,3,1
723,君,平,文,kjun,L,jūn,gwan1,군,6,1
724,吝,去,震,lin,H,lìn,leon6,인,6,0
725,吞,平,痕,thon,L,tūn,tan1,탄,6,1
726,吟,平,侵,ngim,L,yín,jam4,음,15,1
727,吠,去,廢,bjoj,H,fèi,fai6,폐,5,0
728,否,上,旨,bij,X,fǒu,fau2,부,3,0
729,吧,平,麻,phae,L,ba,baa6,파,10,1
730,含,平,覃,hom,L,hán,ham4,함,16,1
731,吭,平,唐,hang,L,háng,hong4,항,11,1
732,吮,上,準,zywin,X,shǔn,syun5,전,6,0
733,吳,平,模,ngu,L,wú,ng4,오,4,1
734,吴,平,模,ngu,L,wú,ng4,오,4,1
735,吵,上,小,mjiew,X,chǎo,caau2,초,8,0
736,吷,入,薛,xjwet,E,xuè,hyut3,혈,7,0
737,吸,入,緝,xip,E,xī,kap1,흡,15,0
738,吹,平,支,tsyhwe,L,chūi,ceoi1,취,3,1
739,吻,上,吻,mjun,X,wěn,man5,문,6,0
740,吼,上,厚,xuw,X,hǒu,hau3,후,14,0
741,吽,上,厚,xuw,X,ōu,ngau4,후,14,0
742,吾,平,模,ngu,L,wú,ng4,오,4,1
743,呀,平,麻,ngae,L,yā,aa1,하,10,1
744,呂,上,語,ljo,X,lv̌,leoi5,여,4,0
745,呆,平,咍,ngoj,L,dāi,ngoi4,매,5,1
746,呈,平,清,drjeng,L,chéng,cing4,정,12,1
747,告,去,号,kaw,H,gào,gou3,고,8,0
748,呌,去,嘯,kew,H,jiào,giu3,규,8,0
749,呑,平,痕,thon,L,tūn,tan1,탄,6,1
750,呢,平,脂,nrij,L,ní,nei4,이,3,1
751,呦,平,幽,'jiw,L,yōu,jau1,유,14,1
752,周,平,尤,tsyuw,L,zhōu,zau1,주,14,1
753,呪,去,宥,tsyuw,H,zhòu,zau3,주,14,0
754,呱,平,模,ku,L,gū,gu1,고,4,1
755,味,去,未,mj+j,H,wèi,mei6,미,3,0
756,呴,上,厚,xuw,X,xū,heoi3,구,14,0
757,呵,平,歌,xa,L,hē,ho1,가,9,1
758,呶,平,肴,nraew,L,náo,naau4,노,8,1
759,呷,入,狎,xaep,E,xiā,haap3,합,16,0
760,呺,平,宵,xjew,L,xiāo,hiu1,효,8,1
761,呻,平,眞,syin,L,shēn,san1,신,6,1
762,呼,平,虞,xju,L,hū,fu1,호,4,1
763,命,去,映,mjaeng,H,mìng,ming6,명,12,0
764,呿,平,戈,khja,L,qū,keoi1,거,9,1
765,咀,平,支,tsje,L,jǔ,zeoi2,저,3,1
766,咂,入,合,tsop,E,zā,zaap3,잡,16,0
767,咄,入,沒,twot,E,duō,deot1,돌,6,0
768,咆,平,肴,baew,L,páo,paau4,포,8,1
769,咈,入,物,bjut,E,fú,fat6,불,6,0
770,咋,去,禡,tsrae,H,zhà,zaa3,사,10,0
771,和,平,戈,hwa,L,hé,wo4,화,9,1
772,咍,平,咍,xoj,L,hāi,hoi1,해,5,1
773,咎,平,豪,kaw,L,jìu,gau3,구,8,1
774,咏,去,映,hjwaeng,H,yǒng,wing6,영,12,0
775,咒,去,宥,tsyuw,H,zhòu,zau3,주,14,0
776,咤,平,麻,trae,L,zhà,zaa3,타,10,1
777,咥,入,質,trhit,E,xì,hei3,희,6,0
778,咦,平,脂,xjij,L,yí,ji4,이,3,1
779,咨,平,脂,tsij,L,zī,zi1,자,3,1
780,咫,上,紙,tsye,X,zhǐ,zi2,지,3,0
781,咬,平,肴,kaew,L,yǎo,ngaau5,교,8,1
782,咮,平,虞,tsyu,L,zhòu,zau3,주,4,1
783,咳,平,咍,hoj,L,ké,kat1,해,5,1
784,咸,平,咸,heam,L,xián,haam4,함,16,1
785,咻,平,尤,xjuw,L,xīu,jau1,휴,14,1
786,咽,平,先,'en,L,yān,jin1,인,7,1
787,咿,平,脂,'jij,L,yī,ji1,이,3,1
788,哀,平,咍,'oj,L,āi,oi1,애,5,1
789,品,上,寑,phim,X,pǐn,ban2,품,15,0
790,哂,上,軫,syin,X,shěn,can2,신,6,0
791,哄,去,送,huwng,H,hōng,hung1,홍,1,0
792,哆,平,麻,trhae,L,duō,do1,치,10,1
793,哇,平,佳,'ea,L,wā,waa1,와,5,1
794,哈,入,合,ngop,E,hā,haa1,합,16,0
795,哉,平,咍,tsoj,L,zāi,zoi1,재,5,1
796,員,平,文,hjun,L,yuán,jyun4,원,6,1
797,哢,去,送,luwng,H,lòng,lung6,농,1,0
798,哥,平,歌,ka,L,gē,go1,가,9,1
799,哦,平,歌,nga,L,é,ngo4,아,9,1
800,哨,平,宵,sjew,L,shào,saau3,초,8,1
801,哭,入,屋,khuwk,E,kū,huk1,곡,1,0
802,哮,平,肴,xaew,L,xiāo,haau1,효,8,1
803,哲,入,薛,trjet,E,zhé,zit3,철,7,0
804,哳,入,黠,traet,E,zhā,zaat3,찰,7,0
805,哺,去,暮,bu,H,bǔ,bou6,포,4,0
806,哽,上,梗,kaeng,X,gěng,gang2,경,12,0
807,哿,上,哿,ka,X,gě,go2,가,9,0
808,唁,去,翰,ngan,H,yàn,jin6,언,7,0
809,唄,去,夬,baej,H,bài,baai6,패,5,0
810,唅,平,覃,xom,L,hān,ham4,함,16,1
811,唆,平,戈,swa,L,suō,so1,사,9,1
812,唇,平,眞,tsyin,L,chún,seon4,진,6,1
813,唐,平,唐,dang,L,táng,tong4,당,11,1
814,唤,去,換,xwan,H,huàn,wun6,환,7,0
815,唧,入,質,tsit,E,jī,zik1,즉,6,0
816,唫,平,侵,ngim,L,yín,gam3,금,15,1
817,售,去,宥,dzyuw,H,shòu,sau6,수,14,0
818,唯,平,脂,ywij,L,wéi,wai4,유,3,1
819,唱,去,漾,tsyhang,H,chàng,coeng3,창,11,0
820,唳,去,霽,lej,H,lì,leoi6,여,5,0
821,唵,上,感,'om,X,ǎn,am2,암,16,0
822,唶,去,禡,tsjae,H,jiè,ze3,차,10,0
823,唾,平,戈,thwa,L,tuò,to3,타,9,1
824,啁,平,肴,traew,L,zhōu,zau1,조,8,1
825,啄,入,屋,tuwk,E,zhuó,doek3,탁,1,0
826,啅,入,覺,traewk,E,zhuó,doek3,탁,2,0
827,商,平,陽,syang,L,shāng,soeng1,상,11,1
828,啇,入,錫,tek,E,dí,dik1,적,12,0
829,問,去,問,mjun,H,wèn,man6,문,6,0
830,啐,去,夬,tshwaej,H,cùi,ceoi3,쵀,5,0
831,啑,去,霽,tej,H,shà,saap3,잡,5,0
832,啓,上,薺,khej,X,qǐ,kai2,계,5,0
833,啖,上,敢,dam,X,dàn,daam6,담,16,0
834,啗,上,敢,dam,X,dàn,daam6,담,16,0
835,啜,上,止,tsrhi,X,chuò,zyut3,철,3,0
836,啞,上,馬,'ae,X,yǎ,aa2,아,10,0
837,啟,上,薺,khej,X,qǐ,kai2,계,5,0
838,啻,去,寘,sye,H,chì,ci3,시,3,0
839,啼,平,齊,dej,L,tí,tai4,제,5,1
840,啾,平,尤,tsjuw,L,jīu,zau1,추,14,1
841,喁,平,鍾,ngjowng,L,yóng,jung4,옹,1,1
842,喂,上,賄,nwoj,X,wèi,wai3,위,5,0
843,喃,平,咸,nream,L,nán,naam4,남,16,1
844,善,上,獮,dzyen,X,shàn,sin6,선,7,0
845,喈,平,皆,keaj,L,jiē,gaai1,개,5,1
846,喉,平,侯,huw,L,hóu,hau4,후,14,1
847,喊,上,敢,xam,X,hǎn,haam3,함,16,0
848,喋,入,怗,dep,E,dié,dip6,첩,16,0
849,喎,平,佳,khwea,L,wāi,waa1,괘,5,1
850,喑,平,侵,'im,L,yīn,jam1,음,15,1
851,喓,平,宵,'jiew,L,yāo,jiu1,요,8,1
852,喔,入,覺,'aewk,E,ō,ak1,악,2,0
853,喘,上,獮,tsyhwen,X,chuǎn,cyun2,천,7,0
854,喙,去,廢,xjwoj,H,hùi,fui3,훼,5,0
855,喚,去,換,xwan,H,huàn,wun6,환,7,0
856,喜,上,止,xi,X,xǐ,hei2,희,3,0
857,喝,去,夬,'aej,H,hē,hot3,갈,5,0
858,喟,去,至,khwij,H,kùi,wai2,위,3,0
859,喣,上,麌,xju,X,xǔ,heoi2,후,4,0
860,喦,入,葉,nyep,E,niè,ngaam4,엽,16,0
861,喧,平,元,xjwon,L,xuān,hyun1,훤,6,1
862,喨,平,唐,lang,L,liàng,loeng6,양,11,1
863,喪,平,唐,sang,L,sāng,song1,상,11,1
864,喫,入,迄,kj+t,E,chī,hek3,끽,6,0
865,喬,平,宵,kjew,L,qiáo,kiu4,교,8,1
866,喭,去,翰,ngan,H,yàn,jin6,언,7,0
867,單,平,寒,tan,L,dān,daan1,단,7,1
868,喻,去,遇,yu,H,yù,jyu6,유,4,0
869,嗁,平,齊,dej,L,tí,tai4,제,5,1
870,嗂,平,宵,yew,L,yáo,jiu4,요,8,1
871,嗅,去,宥,xjuw,H,xìu,cau3,후,14,0
872,嗇,入,職,srik,E,sè,sik1,색,13,0
873,嗈,平,鍾,'jowng,L,yōng,jung1,옹,1,1
874,嗑,入,盍,hap,E,kè,haap3,합,16,0
875,嗒,入,合,top,E,tà,taap3,탑,16,0
876,嗔,平,眞,tsyhin,L,tián,can1,진,6,1
877,嗚,平,模,'u,L,wū,wu1,오,4,1
878,嗛,上,忝,khem,X,xián,haam4,겸,16,0
879,嗜,去,至,dzyij,H,shì,si3,기,3,0
880,嗝,入,麥,keak,E,gé,gaak3,격,12,0
881,嗟,平,麻,tsjae,L,jiē,ze1,차,10,1
882,嗢,入,沒,'wot,E,wà,wat1,올,6,0
883,嗣,去,志,zi,H,sì,zi6,사,3,0
884,嗤,平,之,tsyhi,L,chī,ci1,치,3,1
885,嗷,平,豪,ngaw,L,áo,ngou4,오,8,1
886,嗸,平,豪,ngaw,L,áo,ngou4,오,8,1
887,嗺,平,虞,tsju,L,cūi,ceoi1,최,4,1
888,嗽,去,候,suw,H,sòu,sau3,수,14,0
889,嗾,上,厚,suw,X,sǒu,sau2,주,14,0
890,嘅,去,代,khoj,H,kǎi,ge3,개,5,0
891,嘆,平,寒,than,L,tàn,taan3,탄,7,1
892,嘈,平,豪,dzaw,L,cáo,cou4,조,8,1
893,嘉,平,麻,kae,L,jiā,gaa1,가,10,1
894,嘍,平,侯,luw,L,lou,lau4,누,14,1
895,嘎,入,鎋,keat,E,gā,gaat3,알,7,0
896,嘏,上,馬,kae,X,gǔ,gu2,하,10,0
897,嘐,平,肴,kaew,L,xiāo,haau1,교,8,1
898,嘒,去,霽,xwej,H,hùi,wai3,혜,5,0
899,嘔,平,侯,'uw,L,ōu,au2,구,14,1
900,嘖,入,陌,tsraek,E,zé,zaak3,책,12,0
901,嘗,平,陽,dzyang,L,cháng,soeng4,상,11,1
902,嘘,平,魚,xjo,L,xū,heoi1,허,4,1
903,嘩,平,麻,xwae,L,huā,waa1,화,10,1
904,嘬,去,夬,tsrhwaej,H,zuō,caai3,최,5,0
905,嘯,去,嘯,sew,H,xiào,siu3,소,8,0
906,嘲,平,肴,traew,L,cháo,zaau1,조,8,1
907,嘴,平,支,tsje,L,zǔi,zeoi2,취,3,1
908,嘵,平,蕭,xew,L,xiāo,hiu1,효,8,1
909,嘶,平,齊,sej,L,sī,sai1,시,5,1
910,嘷,平,豪,haw,L,háo,hou4,호,8,1
911,嘹,平,蕭,lew,L,liáo,liu4,요,8,1
912,嘻,平,之,xi,L,xī,hei1,희,3,1
913,嘿,入,德,mok,E,hēi,hei1,묵,13,0
914,噁,去,暮,'u,H,ě,ok3,오,4,0
915,噆,上,感,tshom,X,zǎn,cam2,참,16,0
916,噇,平,江,draewng,L,chuáng,cong4,당,2,1
917,噉,上,敢,dam,X,dàn,gam2,담,16,0
918,噍,平,宵,tsjew,L,jiào,ziu6,초,8,1
919,噎,入,屑,'et,E,yē,jit3,열,7,0
920,噐,去,至,khij,H,qì,hei3,기,3,0
921,噓,平,魚,xjo,L,xū,heoi1,허,4,1
922,噞,上,琰,ngjem,X,yǎn,jim2,엄,16,0
923,噡,平,鹽,tsyem,L,dān,zim1,첨,16,1
924,噤,上,寑,gim,X,jìn,gam3,금,15,0
925,器,去,至,khij,H,qì,hei3,기,3,0
926,噩,入,鐸,ngak,E,è,ngok6,악,11,0
927,噪,去,号,saw,H,zào,cou3,조,8,0
928,噫,平,之,'i,L,yī,ji1,희,3,1
929,噬,去,祭,dzyej,H,shì,sai6,서,5,0
930,噭,去,嘯,kew,H,jiào,giu3,교,8,0
931,噰,平,鍾,'jowng,L,yōng,jung1,옹,1,1
932,噲,去,夬,khwaej,H,kuài,faai3,쾌,5,0
933,噴,平,魂,phwon,L,pēn,pan3,분,6,1
934,嚀,平,青,neng,L,níng,ning4,영,12,1
935,嚄,入,陌,hwaek,E,huò,o2,획,12,0
